,Unnamed: 0,rank_order,rank,name,scores_overall,scores_overall_rank,scores_resources,scores_resources_rank,scores_engagement,scores_engagement_rank,scores_outcomes,scores_outcomes_rank,scores_environment,scores_environment_rank,nid,location,stats_fees_oos,stats_board,stats_salary,Chemical Engineering,Architecture,Psychology,General Engineering,Sociology,Electrical & Electronic Engineering,"Geology, Environmental, Earth & Marine Sciences",Computer Science,Chemistry,Accounting & Finance,"Art, Performing Arts & Design",Biological Sciences,Politics & International Studies (incl Development Studies),Civil Engineering,Agriculture & Forestry,Law,"Languages, Literature & Linguistics",Communication & Media Studies,Mechanical & Aerospace Engineering,Economics & Econometrics,Medicine & Dentistry,Physics & Astronomy,Geography,"History, Philosophy & Theology",Mathematics & Statistics,Business & Management,Other Health,Archaeology,Education,Veterinary Science,Sport Science,latitude,longitude
682,682,683,> 600,Kent State University at Kent,30.3-43.2,683,-,616,16.5,187,-,679,-,482,670479,Ohio,"$18,554","$10,916","$36,767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.144352500000004,-81.33982833
683,683,684,> 600,Kutztown University of Pennsylvania,30.3-43.2,684,-,658,-,518,-,699,-,457,594227,Pennsylvania,"$13,975","$11,310","$41,233",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,40.5098059,-75.78098829
684,684,685,> 600,Lancaster Bible College,30.3-43.2,685,-,716,-,417,-,476,5.4,325,594239,Pennsylvania,"$22,580","$8,750","$32,433",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,40.0752884,-76.28808852
685,685,686,> 600,Lasell University,30.3-43.2,686,-,552,-,628,-,712,5.3,338,592919,Massachusetts,"$34,600","$14,800","$41,200",0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,42.34105545,-71.24868233
686,686,687,> 600,Lee University,30.3-43.2,687,-,704,17.4,31,-,778,-,716,594539,Tennessee,"$16,730","$8,080","$33,667",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,35.1666651,-84.86900077
687,687,688,> 600,Lenoir-Rhyne University,30.3-43.2,688,-,483,-,453,-,766,-,518,593804,North Carolina,"$35,350","$12,150","$36,900",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,35.74174755,-81.32675813
688,688,689,> 600,Lindenwood University,30.3-43.2,689,-,626,16.2,259,-,767,5.3,339,593234,Missouri,"$16,960","$8,800","$40,067",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,38.5230861,-90.01096
689,689,690,> 600,Lock Haven University,30.3-43.2,690,-,620,-,797,-,724,-,573,594248,Pennsylvania,"$20,056","$9,968","$40,067",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,41.141017299999994,-77.4629759
690,690,691,> 600,University of Louisiana at Lafayette,30.3-43.2,691,-,717,-,454,-,516,5.7,288,592745,Louisiana,"$23,616","$10,294","$38,500",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,30.21928995,-92.04138304
691,691,692,> 600,Louisiana Tech University,30.3-43.2,692,-,776,16.6,166,-,508,-,667,592715,Louisiana,"$18,558","$6,360","$41,067",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,32.53293055,-92.65086423
692,692,693,> 600,The University of Maine,30.3-43.2,693,-,465,15.8,386,-,691,-,757,592784,Maine,"$30,282","$10,136","$40,833",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,43.6814689,-70.4469965
693,693,694,> 600,Mansfield University of Pennsylvania,30.3-43.2,694,13.4,396,-,721,-,754,-,645,594254,Pennsylvania,"$22,008","$11,998","$37,967",0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,41.80430205,-77.069778
694,694,695,> 600,Marshall University,30.3-43.2,695,-,607,15.9,350,-,774,-,561,594926,West Virginia,"$17,856","$10,126","$34,567",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,38.42388975,-82.42656747
695,695,696,> 600,University of Mary Hardin-Baylor,30.3-43.2,696,-,588,17.2,55,-,725,5.0,377,594659,Texas,"$25,860","$7,894","$42,333",0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,31.06868225,-97.46482937
696,696,697,> 600,Marymount Manhattan College,30.3-43.2,697,-,453,-,731,-,756,-,474,593600,New York,"$31,950","$16,400","$39,967",0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,40.7687028,-73.9597556
697,697,698,> 600,Maryville University,30.3-43.2,698,-,668,16.4,213,-,517,-,475,593237,Missouri,"$28,470","$10,088","$46,367",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,38.64599875,-90.50449096
698,698,699,> 600,Marywood University,30.3-43.2,699,13.5,389,16.2,260,-,672,-,758,594257,Pennsylvania,"$33,940","$13,900","$37,733",0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,41.434569399999994,-75.63250168
699,699,700,> 600,Mercy College,30.3-43.2,700,-,762,-,798,-,765,7.5,84,645386,New York,"$18,714","$13,900","$37,833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.02157925,-73.87441805
700,700,701,> 600,Metropolitan State University of Denver,30.3-43.2,701,-,777,16.2,261,-,781,6.6,176,592073,Colorado,"$20,149",,"$39,000",0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,39.743464700000004,-105.0043402
701,701,702,> 600,Middle Tennessee State University,30.3-43.2,702,-,652,16.2,262,-,709,5.9,256,594554,Tennessee,"$26,348","$8,392","$37,200",0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,35.84860085,-86.36090043
702,702,703,> 600,Millersville University,30.3-43.2,703,-,686,-,631,-,586,-,447,594266,Pennsylvania,"$21,560","$13,665","$43,167",0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,39.99764515,-76.35195286
703,703,704,> 600,University of Minnesota Duluth,30.3-43.2,704,-,664,16.3,237,-,522,-,646,593141,Minnesota,"$18,462","$7,608","$45,500",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,46.8203898,-92.08527412
704,704,705,> 600,Minnesota State University-Mankato,30.3-43.2,705,-,785,16.5,190,-,568,-,476,593132,Minnesota,"$16,216","$9,096","$43,433",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,44.1455476,-93.99775489
705,705,706,> 600,Minnesota State University Moorhead,30.3-43.2,706,-,718,16.9,100,-,692,-,647,593147,Minnesota,"$15,878","$9,008","$38,367",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,46.867211299999994,-96.75641238
706,706,707,> 600,Mississippi College,30.3-43.2,707,-,582,16.0,320,-,680,-,483,593195,Mississippi,"$17,392","$9,610","$38,100",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,32.3354174,-90.33188238
707,707,708,> 600,Missouri State University-Springfield,30.3-43.2,708,-,757,17.4,32,-,696,-,577,593279,Missouri,"$14,746","$8,537","$37,833",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,37.201720200000004,-93.28077136
708,708,709,> 600,Monmouth University,30.3-43.2,709,-,561,-,706,-,509,-,539,593408,New Jersey,"$36,732","$13,451","$50,167",0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,40.27941055,-74.0068022
709,709,710,> 600,University of Montana,30.3-43.2,710,-,467,-,601,-,784,-,668,882,Montana,"$24,943","$9,178","$34,833",0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,46.86107195,-113.985134
710,710,711,> 600,Montana State University,30.3-43.2,711,-,589,-,652,-,675,-,769,131503,Montana,"$24,071","$9,250","$41,067",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45.663823799999996,-111.0793043
711,711,712,> 600,University of Montevallo,30.3-43.2,712,-,427,-,457,-,779,-,520,591794,Alabama,"$25,030","$9,030","$34,067",0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,33.1060774,-86.86523752
712,712,713,> 600,Morehead State University,30.3-43.2,713,-,653,-,521,-,790,-,669,592676,Kentucky,"$13,426","$9,436","$31,800",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,38.1867483,-83.4332396
713,713,714,> 600,Murray State University,30.3-43.2,714,-,498,16.5,192,-,663,-,622,592679,Kentucky,"$23,820","$8,906","$36,033",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,36.612969899999996,-88.322088
714,714,715,> 600,University of New Orleans,30.3-43.2,715,-,673,-,733,-,611,6.9,139,592724,Louisiana,"$13,320","$10,575","$37,933",0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,30.028179100000003,-90.06662538
715,715,716,> 600,Niagara University,30.3-43.2,716,-,458,-,707,-,634,-,494,593624,New York,"$31,950","$12,950","$41,400",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,43.13755555,-79.03751256
716,716,717,> 600,North Carolina Agricultural and Technical State University,30.3-43.2,717,-,659,16.5,193,-,770,6.3,209,593822,North Carolina,"$19,416","$7,260","$33,600",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,36.0781271,-79.77054699
717,717,718,> 600,North Carolina Central University,30.3-43.2,718,-,557,-,688,-,797,6.3,210,593831,North Carolina,"$19,106","$9,852","$32,233",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,35.97320905,-78.89755054
718,718,719,> 600,University of North Carolina Wilmington,30.3-43.2,719,-,676,-,458,-,414,-,604,593837,North Carolina,"$21,065","$10,490","$40,200",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,34.223874,-77.86960359999999
719,719,720,> 600,North Central University,30.3-43.2,720,-,736,-,571,-,757,-,705,595229,Minnesota,"$23,480","$7,130","$32,400",0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,44.9688959,-93.2618548
720,720,721,> 600,University of Northern Colorado,30.3-43.2,721,-,590,-,572,-,713,-,416,592076,Colorado,"$21,132","$10,980","$40,400",0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,40.40650015,-104.69332750000001
721,721,722,> 600,Northern Kentucky University,30.3-43.2,722,-,687,16.2,264,-,785,-,579,592682,Kentucky,"$19,104","$9,732","$36,567",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,39.03515105,-84.46553276
722,722,723,> 600,Northern Michigan University,30.3-43.2,723,-,707,16.1,300,-,775,-,770,593087,Michigan,"$16,120","$10,328","$34,467",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,46.561380799999995,-87.41048012
723,723,724,> 600,Northwest Missouri State University,30.3-43.2,724,-,623,16.9,101,-,726,-,672,593264,Missouri,"$12,908","$8,714","$38,600",0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,40.35422615,-94.88624744
724,724,725,> 600,Oakland University,30.3-43.2,725,-,627,16.4,217,-,688,4.9,404,131458,Michigan,"$24,735","$9,910","$42,667",1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,42.66663325,-83.20655752
725,725,726,> 600,Oklahoma Christian University,30.3-43.2,726,-,635,16.9,103,-,771,-,706,594047,Oklahoma,"$21,670","$7,590","$37,400",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,35.6127098,-97.47031966
726,726,727,> 600,Olivet College,30.3-43.2,727,-,642,15.8,391,-,717,-,507,593090,Michigan,"$26,695","$9,310","$36,667",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.440614700000005,-84.92375164
727,727,728,> 600,Olivet Nazarene University,30.3-43.2,728,-,654,16.1,301,-,682,-,697,592421,Illinois,"$34,940","$7,900","$39,067",0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,41.155315,-87.8744887
728,728,729,> 600,Oral Roberts University,30.3-43.2,729,-,628,17.7,8,-,801,7.2,110,594062,Oklahoma,"$26,792","$8,780","$35,867",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36.050825200000006,-95.95213553
729,729,730,> 600,Our Lady of the Lake University,30.3-43.2,730,13.8,377,-,461,-,794,6.7,160,594671,Texas,"$28,192","$9,489","$38,367",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,29.42700265,-98.54353418
730,730,731,> 600,Palm Beach Atlantic University,30.3-43.2,731,-,476,16.1,302,-,727,-,418,592184,Florida,"$29,950","$9,660","$39,033",0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,26.704889899999998,-80.05085158
731,731,732,> 600,Penn State Altoona,30.3-43.2,732,-,752,-,689,-,542,-,593,594296,Pennsylvania,"$23,692","$11,280","$48,767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.54122875,-78.40925109999999
732,732,733,> 600,Penn State Behrend,30.3-43.2,733,-,708,-,722,-,531,-,508,594287,Pennsylvania,"$23,692","$11,280","$48,767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.1197381,-79.98343407
733,733,734,> 600,Pennsylvania College of Technology,30.3-43.2,734,-,477,-,723,-,714,-,751,595034,Pennsylvania,"$23,280","$11,340","$41,167",0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,41.2360641,-77.027549
734,734,735,> 600,University of Pittsburgh-Bradford,30.3-43.2,735,-,705,-,754,-,553,-,580,594332,Pennsylvania,"$25,144","$9,058","$51,133",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,41.944872499999995,-78.6722185
735,735,736,> 600,University of Pittsburgh-Greensburg,30.3-43.2,736,-,786,-,755,-,562,-,634,594335,Pennsylvania,"$25,114","$10,270","$51,133",0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,40.2765907,-79.5316253
736,736,737,> 600,University of Pittsburgh-Johnstown,30.3-43.2,737,-,778,-,791,-,511,-,741,594338,Pennsylvania,"$25,120","$9,660","$51,133",0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,40.2674464,-78.8340173
737,737,738,> 600,Plymouth State University,30.3-43.2,738,-,697,15.8,393,-,758,-,761,593366,New Hampshire,"$22,230","$10,960","$39,133",0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,43.75950170000001,-71.6891044
738,738,739,> 600,Point Park University,30.3-43.2,739,-,562,-,462,-,761,-,509,594341,Pennsylvania,"$30,130","$11,100","$36,500",0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,40.4386483,-80.00176993
739,739,740,> 600,Radford University,30.3-43.2,740,-,655,-,724,-,491,-,521,594827,Virginia,"$22,709","$8,522","$42,500",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,37.13702415,-80.54996124
740,740,741,> 600,Rhode Island College,30.3-43.2,741,-,610,16.8,129,-,664,5.6,305,594416,Rhode Island,"$21,289","$11,536","$40,033",0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,41.84159615,-71.46287021
741,741,742,> 600,SUNY Alfred State College,30.3-43.2,742,-,679,-,757,-,573,-,564,593681,New York,"$8,327","$12,250","$40,800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.25612555,-77.79791362
742,742,743,> 600,SUNY Farmingdale State College,30.3-43.2,743,-,753,-,781,-,452,6.4,197,593687,New York,"$17,726","$12,892","$48,967",0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,40.7527943,-73.42815192
743,743,744,> 600,SUNY Purchase College,30.3-43.2,744,-,612,-,692,-,683,5.6,306,593726,New York,"$18,148","$13,334","$35,133",0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,41.0476826,-73.70235629
744,744,745,> 600,Saginaw Valley State University,30.3-43.2,745,-,709,16.2,270,-,783,5.0,386,593093,Michigan,"$23,063","$9,465","$38,100",0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,43.5132238,-83.965027
745,745,746,> 600,The College of Saint Rose,30.3-43.2,746,-,516,-,775,-,574,-,449,593657,New York,"$31,654","$12,356","$43,033",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,42.6634258,-73.78582895
746,746,747,> 600,Salem State University,30.3-43.2,747,-,670,-,577,-,635,6.1,239,592967,Massachusetts,"$16,706","$13,000","$41,633",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,42.50461785,-70.89403762
747,747,748,> 600,Savannah College of Art and Design,30.3-43.2,748,-,693,-,607,-,593,5.3,342,131299,Georgia,"$36,410","$14,244","$35,600",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,32.073,-81.094
748,748,749,> 600,Shippensburg University,30.3-43.2,749,-,680,-,464,-,588,-,510,594362,Pennsylvania,"$20,186","$11,656","$44,667",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,40.06213705,-77.52174092
749,749,750,> 600,Slippery Rock University,30.3-43.2,750,-,732,-,608,-,598,-,607,594365,Pennsylvania,"$14,193","$10,312","$40,067",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,41.06619805,-80.04040787
750,750,751,> 600,University of South Alabama,30.3-43.2,751,-,558,-,528,-,750,6.2,228,591806,Alabama,"$15,324","$7,490","$37,367",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,30.697026300000005,-88.18086276
751,751,752,> 600,University of South Dakota,30.3-43.2,752,-,445,16.3,242,-,742,-,690,131409,South Dakota,"$12,019","$8,030","$40,533",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,42.78882465,-96.92459624
752,752,753,> 600,Southeast Missouri State University,30.3-43.2,753,-,727,16.2,276,-,736,-,484,593276,Missouri,"$12,720","$8,715","$36,333",0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,37.31777039999999,-89.52854269
753,753,754,> 600,Southeastern Louisiana University,30.3-43.2,754,-,792,-,609,-,660,-,433,592736,Louisiana,"$20,631","$8,854","$36,000",0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,30.518225399999995,-90.46881486
754,754,755,> 600,Southern University and A&M College,30.3-43.2,755,-,800,-,465,-,739,6.1,240,592739,Louisiana,"$18,080","$9,440","$33,867",0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,30.52549095,-91.19474632
755,755,756,> 600,Southern Connecticut State University,30.3-43.2,756,-,484,-,711,-,689,6.1,241,592118,Connecticut,"$23,226","$12,432","$42,900",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,41.33421815,-72.94482438
756,756,757,> 600,University of Southern Indiana,30.3-43.2,757,-,712,16.2,278,-,753,-,699,592511,Indiana,"$18,626","$8,838","$35,700",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,37.962266,-87.6764037
757,757,758,> 600,University of Southern Maine,30.3-43.2,758,-,567,-,610,-,751,-,709,592793,Maine,"$20,594","$9,774","$37,933",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,43.66213935,-70.27521966
758,758,759,> 600,Southern Utah University,30.3-43.2,759,-,740,16.0,326,-,512,-,674,594749,Utah,"$20,288","$7,067","$38,767",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,37.67529935,-113.07318400000001
759,759,760,> 600,St Cloud State University,30.3-43.2,760,-,741,15.9,362,-,636,5.2,357,593153,Minnesota,"$16,462","$8,558","$42,900",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,45.54781165,-94.15122846
760,760,761,> 600,University of St Francis,30.3-43.2,761,-,645,-,491,-,594,5.3,345,592442,Illinois,"$31,470","$9,358","$48,633",0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,41.08677275,-85.17890825
761,761,762,> 600,Stephen F. Austin State University,30.3-43.2,762,-,733,16.3,245,-,706,5.1,368,594692,Texas,"$17,676","$8,868","$40,333",0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,31.62355395,-94.64344494
762,762,763,> 600,University of Tampa,30.3-43.2,763,-,737,-,561,17.0,381,5.0,390,592202,Florida,"$28,426","$10,502","$46,100",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,27.946131400000002,-82.4654237
763,763,764,> 600,The University of Tennessee-Chattanooga,30.3-43.2,764,-,618,-,657,-,647,-,498,594572,Tennessee,"$24,782","$9,100","$37,100",1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,35.047090399999995,-85.29825703
764,764,765,> 600,The University of Tennessee-Martin,30.3-43.2,765,-,547,-,532,-,728,-,554,594575,Tennessee,"$14,996","$5,976","$35,600",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,35.9516352,-83.93088188
765,765,766,> 600,Texas A&M University-Commerce,30.3-43.2,766,-,768,-,495,-,575,7.7,69,594626,Texas,"$20,884","$8,404","$37,933",0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,33.23999105,-95.91825277
766,766,767,> 600,Texas A&M University-Corpus Christi,30.3-43.2,767,-,754,-,659,-,656,7.3,105,594611,Texas,"$18,925","$9,195","$42,033",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,27.71275135,-97.32338771
767,767,768,> 600,The University of Texas at San Antonio,30.3-43.2,768,-,699,-,496,-,632,7.6,80,761,Texas,"$19,168","$11,234","$44,133",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,29.58333105,-98.61944505
768,768,769,> 600,Touro College,30.3-43.2,769,-,574,-,635,-,718,-,420,593738,New York,"$17,054","$11,470","$29,633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.606913,-73.9621683
769,769,770,> 600,Trine University,30.3-43.2,770,-,625,-,533,-,482,-,582,592556,Indiana,"$31,540","$10,570","$41,833",1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,41.63111405,-85.01059822
770,770,771,> 600,Utah Valley University,30.3-43.2,771,-,801,16.7,153,16.8,398,-,627,594755,Utah,"$16,066",,"$43,550",0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,40.279381799999996,-111.71786340000001
771,771,772,> 600,Valdosta State University,30.3-43.2,772,-,713,-,535,-,773,6.2,230,592298,Georgia,"$17,196","$8,338","$37,433",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,30.8471471,-83.288946
772,772,773,> 600,Vanguard University,30.3-43.2,773,-,661,-,583,-,719,6.8,149,592043,California,"$32,430","$9,690","$38,767",0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,33.6619658,-117.90215459999999
773,773,774,> 600,Weber State University,30.3-43.2,774,-,793,17.0,91,17.2,377,-,637,594758,Utah,"$15,260","$8,400","$43,333",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,41.19294715,-111.93969299999999
